name,url
KLA,https://ir.kla.com/news-events/press-releases/detail/418/kla-announces-goal-to-use-100-renewable-electricity-across?_gl=1*1vjzxev*_ga*MTcxMTkwODgxNS4xNjU4NzUwNjE3*_ga_TZPEFM1MF5*MTY1ODc2MTAzNy4zLjEuMTY1ODc2MjU5Mi4w&_ga=2.128425100.1614499412.1658750618-1711908815.1658750617
Dassault Systemes,https://www.3ds.com/sustainability/esg-management/environment
Finatis,https://www.finatis.fr/
NXP Semiconductors,https://www.nxp.com/company/about-nxp/sustainability-and-esg/esg-goals-and-approach:ENVIRONMENT-SOCIAL-GOVERNANCE
Evergy,https://investors.evergy.com/news-releases/news-release-details/evergy-sets-goal-net-zero-carbon-emissions-2045-interim-carbon
Ashtead,https://www.ashtead-group.com/ESG/environment/
Tokyo Century,https://www.tokyocentury.co.jp/en/csr/environment/policy.html
Align Technology,https://investor.aligntech.com/static-files/b466edcc-a34e-4d14-8864-0881ac08af8b
Mediobanca,https://www.mediobanca.com/en/sustainability/climate-and-environment/climate-and-environment.html
Paychex,https://www.paychex.com/corporate/corporate-responsibility/environment
Yango Group,http://www.yango.com.cn/index.php/Ch/Cms/Investor/shzr
Jeronimo Martins,https://www.jeronimomartins.com/en/responsibility/respecting-the-environment/climate-change/
Marvell Technology Group,https://www.marvell.com/company/esg/climate-change.html
Delta Electronics,https://www.deltaww.com/en-us/news/14986
SDIC Power Holdings,https://www.sdicpower.com/gtdlen/shzr/shzrbg/webinfo/2021/06/1624110188462273.htm
Yum China Holdings,http://www.yumchina.com/respIndex
Sojitz,https://www.sojitz.com/en/csr/environment/carbon_neutrality/
Vipshop Holdings,https://ir.vip.com/sustainability/
Assurant,https://www.businesswire.com/news/home/20221214005181/en
JSW Steel,https://www.jsw.in/energy/towards-carbon-neutrality-2050-commits-science-based-targets
Olympus,https://www.businesswire.com/news/home/20210505006248/en/Olympus-Targets-Carbon-Neutrality-by-2030
AES,https://www.aes.com/aes-vision-net-zero-carbon-future-and-how-were-getting-there
Alinma Bank,https://alinma.com/wps/portal/alinma/Alinma/!ut/p/z1/04_iUlDg4tKPAFJABjKBwtGPykssy0xPLMnMz0vM0Y_Qj4wyi_f1tzTx8DYx9Lbw93IxcPQ09w0O8Hc08jc01ffSj8KvIDg1T78gO1ARALoOYjs!/
China Steel,https://www.csc.com.tw/csc_e/hr/csr/env/env3.htm
Agilent Technologies,https://www.agilent.com/about/companyinfo/sustainability/net-zero-fact-sheet.html
All Nippon Airways,https://www.anahd.co.jp/group/en/pr/202104/20210426.html
Dover,https://www.dovercorporation.com/sustainability/environmental/energy-and-emissions
Dassault Aviation,https://www.dassault-aviation.com/en/group/about-us/corporate-social-responsibility/
NVR,https://nvri.gcs-web.com/static-files/3ec4fa8d-1614-4efc-b9e9-c9f7a146d3ba
Fleetcor Technologies,https://investor.fleetcor.com/static-files/477e8bfa-7016-4224-aa6b-1437a2a65b49
Top Frontier Investment Holdings,https://topfrontier.com.ph/
Verisign,https://investor.verisign.com/esg-highlights
MTN,https://www.mtn.com/mtn-commits-to-net-zero-emissions-by-2040-to-contribute-to-a-sustainable-future/
Galp Energia,https://www.galp.com/corp/en/sustainability/our-commitments/energy-and-climate
Yamaha Motor Co,https://global.yamaha-motor.com/about/csr/the_environment/plan-2050/#sec-01-07
Wolters Kluwer,https://assets.contenthub.wolterskluwer.com/api/public/content/7ecf79d725094df588fddb8b58370a0c?v=0723f0d6&_gl=1*1c2iw4i*_ga*MTk0NzMwNzQ2MS4xNjgxMjkyMjA2*_ga_7DJGBC7BG
Goodman Group,https://2023sustainabilityreport.goodman.com/leadership-statements/
Bankinter,https://www.bankinter.com/www/webcorp/swf/memoria2021/en/sustainability.html
DXC Technology,https://dxc.com/us/en/about-us/corporate-responsibility/less-carbon-more-renewable-energy
Jiangxi Copper Co,http://en.jxcc.com/
Darden Restaurants,https://www.darden.com/our-impact/communities/sustainability/climate-risks
Segro,https://www.segro.com/responsible-segro/carbon
Naver,https://koreajoongangdaily.joins.com/2021/05/30/business/industry/Naver-data-center-carbon-negative/20210530070116675.html
Saputo,https://saputo.com/en/our-promise/environment/energy-ghg
Hexagon AB,https://hexagon.com/company/sustainability/operating-sustainably
Hess,https://www.hess.com/sustainability/climate-change-energy
Citrix Systems,https://www.citrix.com/about/sustainability/2021-report/
Cerner,https://www.cerner.com/about/corporate-responsibility/environmental-policy-statement
Umicore,https://www.umicore.com/en/newsroom/news/umicore-unveils-bold-sustainability-ambitions-and-commits-to-achieving-carbon-neutrality-by-2035/
Brenntag AG,https://corporate.brenntag.com/en/sustainability/sustainability-at-brenntag/targets/
Shenzhou International Group Holdings,https://www.moomoo.com/news/post/5117283?level=1&data_ticket=1637834936501178
BCI-Banco Credito,https://www.bci.cl/investor-relations-eng/rse/files/annual-report-2018-2
RHB Bank,https://www.rhbgroup.com/~/media/files/malaysia/investor-relations/annual-reports/rhb-sr20.ashx
Alfacar,https://www.eumayors.eu/about/covenant-community/signatories/action-plan.html?scity_id=15086
Shinsei Bank,https://www.shinseibank.com/corporate/en/policy/esg/environment.html
Concordia Financial Group,https://www.concordia-fg.jp/en/csr/sustainability/top-commitment/index.html
Chiba Bank,https://www.chibabank.co.jp/english/ir/library/presentation/
Westinghouse Air Brake Technologies,https://www.wabteccorp.com/2022_Sustainability_Report?inline
Sunny Optical Technology Group,http://www.sunnyoptical.com/en/pub_list/007014/index.html
Schaeffler,https://www.schaeffler.com/content.schaeffler.com/en/company/sustainability/sustainability.jsp
Smith & Nephew,https://smith-nephew.com/en-us/news/2021/09/15/20210915-commits-to-net-zero-emissions
CEMEX,https://www.worldcement.com/europe-cis/07102021/cemexs-2030-global-carbon-emissions-targets-are-validated-by-science-based-targets-initiative/
Bandai Namco Holdings,https://www.bandainamco.co.jp/cgi-bin/releases/index.cgi/file/view/10471?entry_id=7280
Renaissancere Holdings,https://www.renre.com/about-us/esg-at-renaissancere/
Cincinnati Financial,https://cincinnatifinancialcorporation.gcs-web.com/static-files/34a097cd-0a3d-4653-b2e7-f8306322eb4a
Wuestenrot & Wuerttembergische,https://www.ww-ag.com/en/investor-relations/reports
Match,https://mtch.com/impact
Fastighets Balder,https://en.balder.se/balder/sustainability
Norwegian Cruise Line Holdings,https://www.nclhltd.com/news-media/press-releases/detail/483/norwegian-cruise-line-holdings-commits-to-pursue-net-zero
Alaska Air,https://newsroom.alaskaair.com/2021-04-21-Alaska-Airlines-commits-to-carbon-waste-and-water-goals-for-2025-announces-path-to-net-zero-by-2040
Chang Hwa Bank,https://www.bankchb.com/csr/mashup_eng.jsp?funcId=543e03c015
Medipal Holdings,https://web.archive.org/web/20230801151350/https://www.medipal.co.jp/english/csr/environment/tcfd/
Avery Dennison,https://esg.averydennison.com/en/home/environmental-footprint/ghg-emissions-and-energy-use.html
Covestro,https://report.covestro.com/annual-report-2022/management-report/covestro-group-at-a-glance/sustainability.html
Bunzl plc,https://www.bunzl.com/sustainability/sustainability-strategy/taking-action-on-climate-change/
SCA,"https://www.sca.com/en/about-us/sustainability/#:~:text=To%202030%20increase%20SCA's%20climate,and%20reduction%20of%20fossil%20emissions.&text=SCA's%20forests%20to%20be%20at,future%20as%20they%20are%20today."
S-Oil,https://www.s-oil.com/en/sustainability/Report.aspx
Western Union,https://corporate.westernunion.com/esg/
Atmos Energy,https://www.atmosenergy.com/sustainability/environmental-and-operational-sustainability/
Norsk Hydro,https://www.hydro.com/en/sustainability/our-approach/environmental/climate/
KION Group,https://www.kiongroup.com/en/News-Stories/Stories/Energy/Sustainability-as-a-target-in-business-partnerships.html
Strabag SE,https://www.strabag.com/databases/internet/_public/content.nsf/web/EN-STRABAG.COM-oekologischeverantwortung.html
Arab Bank,https://www.arabbank.com/docs/default-source/sustainability-reports/sustainability-report-2017
Colruyt,https://www.colruytgroup.com/en/sustainable-entrepreneurship/our-12-sites/atmosphere
ANSYS,https://web.archive.org/web/20230416095945/https://investors.ansys.com/static-files/00ad1276-6d56-4916-b56c-d657f6fbcd81
Synovus Financial,https://www.synovus.com/about-us/esg/environment/#climate
Electric Power Development Co,https://www.jpower.co.jp/english/ir/ir51000.html
Saudi Arabian Mining,https://www.maaden.com.sa/
Reliance Steel,https://www.rsac.com/environmental-social-and-governance/
Incyte,https://www.incyte.com/responsibility/environment
Ceconomy,https://www.ceconomy.de/en/sustainability/
OneMain Holdings,https://www.onemainfinancial.com/about-us/sustainability
EMS-Chemie Holding,https://www.ems-group.com/en/about-ems/sustainability/climate-neutrality/
Steel Dynamics,http://sustainability.steeldynamics.com/valuing-our-environment/
Booz Allen Hamilton Holding,https://esgreport.boozallen.com/approach-to-esg.html#OurESGStrategy
ManpowerGroup,https://resources.manpowergroup.com/story/working-to-change-the-world-2021/page/5/1
Square,https://squareup.com/us/en/press/carbon
Wayfair,https://www.aboutwayfair.com/category/sustainability/reducing-wayfairs-greenhouse-gas-emissions
Martin Marietta Materials,https://mcdn.martinmarietta.com/assets/sustainability/flip/sustainability2022-a/index.html
American National Insurance,https://www.americannational.com/wps/portal/an/menu/about/investorrelations
Sonova Holding,https://report.sonova.com/2020/en/safeguarding-the-environment/
Mitsubishi Materials,https://mmc.disclosure.site/en/themes/92
Antofagasta,https://www.antofagasta.co.uk/investors/news/2021/antofagasta-sets-new-emissions-targets/
Compal Electronics,https://www.compal.com/csr/en/page.aspx?Id=22
BOK Financial,https://www.bokfinancial.com/-/media/Files/PDF/ESG/BOK-Financial_ESG-Review.ashx
Sinopac Financial Holdings Co,http://www.sinopac.com/en/csrReport/20170308223352561000000000000374.html
Jabil Circuit,https://www.jabil.com/about-us/sustainability/our-operations-and-resources.html
Alfresa Holdings,https://www.alfresa.com/eng/csr/esg/environment/climate_change/
StoneX Group,https://ir.stonex.com/static-files/3dc787ae-8160-47e5-874e-22260e25e85d
Canadian Utilities,https://www.atco.com/en-ca/our-commitment/sustainability.html
Otsuka,https://www.otsuka.com/en/csr/environment/climate.html
Almarai,https://sustainability.almarai.com/en/climate-change.html
Showa Denko,https://www.sdk.co.jp/english/csr/environment/climate.html
Braskem,https://www.braskem.com.br/combatingclimatechange#
Hulic,https://www.hulic.co.jp/en/sustainability/ecology/warming/roadmap.html
Wistron,https://www.wistron.com/CMS/Page/739
Banco Comercial Portugues,https://ind.millenniumbcp.pt/en/Institucional/sustentabilidade/Pages/2021/Millennium-distinguido-combate-alteracoes-climaticas.aspx
China Longyuan Power,http://quote.eastmoney.com/HK/00916.html
Adyen,https://www.adyen.com/social-responsibility/climate#neutral
Bank of Kyoto,https://www.kyotobank.co.jp/investor/annual/index.html
Mitsui OSK Lines,https://www.mol.co.jp/en/sustainability/environment/vision/
Hiroshima Bank,https://www.hirogin.co.jp/company/csr/environment/
Beijing Shougang,https://web.archive.org/web/20231030092620/https://www.shougang.com.cn/en/ehtml/GreenAndLowCarbon.html
International Distributions Services,https://www.internationaldistributionsservices.com/en/sustainability/steps-to-zero/net-zero-2040/
Invitation Homes,https://www.invitationhomes.com/environmental
Interactive Brokers,https://www.interactivebrokers.com/en/general/about/sustainability.php
Eurobank Ergasias,https://www.eurobank.gr/en/group/esg-environment-society-governance/environment/energy-and-climate-change-programme
Pgnig,"https://en.pgnig.pl/news/-/news-list/id/pgnig-with-natural-gas-on-the-road-to-climate-neutrality/newsGroupId/1910852?changeYear=2021&currentPage=1#:~:text=The%20PGNiG%20Group%20will%20step,to%20harness%20biomethane%20and%20hydrogen."
National Bank of Greece,https://www.nbg.gr/en/group/esg/environment/environmental-imprint
M3,https://corporate.m3.com/en/ir
American Equity Investment,https://ir.american-equity.com/static-files/3defc420-2400-4e69-a3d5-7c7ffc3d9065
Avary Holding (Shenzhen),http://www.avaryholding.com/en/social.aspx?type=18&tag=2
Unicaja Banco,https://www.unicajabanco.com/en/sala-de-comunicacion/buscador-noticias/2021/07/unicaja-banco-participa-en-el-programa-de-formacion-del-pacto-mu
China Aviation Oil,https://cao.gcs-web.com/static-files/5c4f6f50-e793-4418-8a23-49b92243ce0a
Suzuken Co,https://www.suzuken.co.jp/en/csr/environment.html
Splunk,https://www.splunk.com/en_us/newsroom/press-releases/2021/splunk-announces-commitment-to-net-zero-by-2050.html
Ares Capital,https://www.aresmgmt.com/about-ares-management-corporation/impact/esg
Mosaic Company,https://www.youtube.com/watch?v=_iimH-qFVzQ
Hanwa,https://www.hanwa.co.jp/en/csr/environment/climate-change.html
Uniqa,https://www.uniqagroup.com/grp/sustainability/reporting-disclosure/sustainability-report.en.html
Rexel,https://www.rexel.com/en/medias/press-releases/rexel-sets-new-environmental-targets-and-is-ranked-among-the-top-companies-for-the-second-straight-year-in-the-cdp-climate-change-a-list/
AmBank,https://www.ambankgroup.com/eng/CorporateSocialResponsibility/Pages/Environment.aspx
First Horizon National,https://www.firsthorizon.com/First-Horizon-Corporation/Corporate-Social-Responsibility
Tenaris,https://www.tenaris.com/en/newsroom/news-listing/glb-tenaris-announces-plan-to-reduce-co2-intensity--00198387721
UGI,https://ugiesg.com/environment/
Angang Steel Co,https://huanbao.bjx.com.cn/news/20210531/1155285.shtml
WPG Holdings,https://www.wpgholdings.com/investors_msg/detail/en/resolved/2477
Fluor,https://www.fluor.com/sustainability/health-safety-environmental/environment
Orient,https://www.orico.co.jp/en/company/
Huntsman,https://web.archive.org/web/20230416102802/https://d1io3yog0oux5.cloudfront.net/huntsman/files/sustainability_report_2021/0001.html
Prosperity Bancshares,https://www.prosperitybankusa.com/Social-Responsibility
Polymetal International,https://www.polymetalinternational.com/en/investors-and-media/news/press-releases/27-04-2021/?month=&q=&year=2021&current=2
DocuSign,https://www.docusign.co.uk/blog/carbon-neutrality-net-zero-emissions-2050
Asustek Computer,https://csr.asus.com/english/article.aspx?id=1796
Cullen/Frost Bankers,https://www.frostbank.com/investor-relations/corporate-citizenship
Snap-On,https://www.snapon.com/EN/Investors/Sustainability-Commitment/Environment
Ampol,https://www.ampol.com.au/-/media/files/ampol-au/sustainability/ampol-future-energy-and-decarbonisation-strategy-final.ashx
Stifel Financial,https://www.stifel.com/sustainability/Environmental
TransUnion,https://newsroom.transunion.com/transunion-pledges-to-reach-net-zero-scope-1-and-2-greenhouse-gas-emissions-by-2025/
Foot Locker,https://investors.footlocker-inc.com/impactreport
Marathon Oil,https://www.marathonoil.com/sustainability/environment/climate-change/
Yuzhou Properties,http://ir.yuzhou-group.com/en/ESGReport.aspx
Equifax,https://www.equifax.com/about-equifax/environment/
Biomarin Pharmaceutical,https://www.biomarin.com/
Semiconductor Manufacturing International,https://www.smics.com/en/site/care_gases
Genmab,https://ir.genmab.com/static-files/72218610-90a6-4fd3-a76a-d4a7c9c6ef01
Coty,https://www.coty.com/sustainability/beauty-of-our-planet
Toll Brothers,https://www.tollbrothers.com/esg/environmental-strategic-sustainability
IDBI Bank,https://www.idbibank.in/corporate-social-responsibility.aspx
JB Financial Group,https://www.jbfg.com/eng/investment/business-annual/view.do
F.N.B.,https://www.fnb-online.com/flipbooks/corporate-responsibility-report/index.html
Kojamo Oyj,https://kojamo.fi/en/sustainability/sustainable-cities/
Indorama Ventures,https://sustainability.indoramaventures.com/en/environmental/ghg-management
Bath & Body Works,https://bbwinc.gcs-web.com/static-files/899e3f72-3457-416e-8cc1-6bff6bc90c1e
Diamondback Energy,https://www.diamondbackenergy.com/news-releases/news-release-details/diamondback-energy-inc-announces-fourth-quarter-and-full-year-1
SEB SA,https://www.groupeseb.com/en/climate-action
ENEOS Holdings,https://www.hd.eneos.co.jp/english/esgdb/environment/tcfd.html
Secom,https://www.secom.co.jp/english/csr/infra/environment/warming.html
Prudential,https://www.prudentialplc.com/en/news-and-insights/all-news/news-releases/2021/07-05-2021
Telus,https://assets.ctfassets.net/1izjqx4qtt8c/2kwGrsZ9LQPRPPYrv4B1PQ/8c12efd640ea90a436c976869bf7942c/2021_Sustainability_and_ESG_Report.pdf
Snap,https://storage.googleapis.com/snap-inc/citizen-snap/2021_CitizenSnap_Report.pdf
Coloplast,https://www.coloplast.com/Documents/Investor%20Relations/Announcements/2019/Corporate%20Responsibility%20Report_1819.pdf
Facebook,https://sustainability.fb.com/wp-content/uploads/2021/06/2020_FB_Sustainability-Report.pdf
Hitachi,https://www.hitachi.com/sustainability/download/pdf/en_sustainability2023.pdf
Ajinomoto,https://www.ajinomoto.com/cms_wp_ajnmt_global/wp-content/uploads/pdf/2022_03_15E.pdf
Alfa Laval AB,https://www.alfalaval.com/globalassets/documents/about-us/sustainablity/sustainability-reports/alfa_laval_sustainability_report__2020.pdf
Brambles,https://www.brambles.com/Content/cms/sustainability-2022/documents/Brambles-Sustainability-Review-2022.pdf
Ralph Lauren,https://corporate.ralphlauren.com/on/demandware.static/-/Sites-RalphLauren_Corporate-Library/default/dw7119005d/documents/2022-RL-GCSReport.pdf
CP All,https://www.cpall.co.th/wp-content/uploads/2020/04/climate-change-management-en.pdf
Siemens AG,https://assets.new.siemens.com/siemens/assets/api/uuid:c1088e4f-4d7f-4fa5-8e8e-33398ecf5361/sustainability-report-fy2022.pdf
SSE,https://www.sse.com/media/q0ilyek3/net-zero-transition-report-final.pdf
Starbucks,https://stories.starbucks.com/uploads/2023/05/2022-Starbucks-Global-Environmental-Social-Impact-Report.pdf
Uber Technologies,https://s23.q4cdn.com/407969754/files/doc_downloads/2023/04/Uber-2023-Environmental-Social-and-Governance-Report.pdf
Woolworths,https://www.woolworthsgroup.com.au/content/dam/wwg/investors/reports/2023/f23-full-year/Woolworths%20Group%202023%20Annual%20Report.pdf
Colgate-Palmolive,https://www.colgatepalmolive.com/content/dam/cp-sites/corporate/corporate/common/pdf/sustainability/colgate-palmolive-sustainability-and-social-impact-final-report-2021.pdf
Moody's,https://www.moodys.com/sites/products/ProductAttachments/Sustainability/moodys_decarbonization_plan.pdf
Nestlé,https://www.nestle.com/sites/default/files/2022-03/2021-annual-review-en.pdf
Royal Dutch Shell,https://reports.shell.com/sustainability-report/2021/_assets/downloads/shell-sustainability-report-2021.pdf
Unilever,https://assets.unilever.com/files/92ui5egz/production/bbe89d14aa9e0121dd3a2b9721bbfd3bef57b8d3.pdf/unilever-climate-transition-action-plan-19032021.pdf
Vestas Wind Systems A/S,https://www.vestas.com/content/dam/vestas-com/global/en/investor/reports-and-presentations/financial/2021/Sustainability_Report_2021.pdf.coredownload.inline.pdf
Cap Gemini,https://www.capgemini.com/wp-content/uploads/2022/08/EnvironmentalSustainabilityReport-Final1-27th-July.pdf
NRG Energy,https://www.nrg.com/assets/documents/sustainability/2021-sustainability-report.pdf
Amazon,https://sustainability.aboutamazon.com/2021-sustainability-report.pdf
Deutsche Telekom AG,https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf
Enel,https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf
Carlsberg,https://www.carlsberggroup.com/media/55905/carlsberg-group-esg-report-2022.pdf
Engie,https://www.engie.com/sites/default/files/assets/documents/2023-03/ENGIE_RI23_VA_VDEF.pdf
GlaxoSmithKline,https://www.gsk.com/media/9962/esg-performance-report-2022.pdf
Infosys,https://www.infosys.com/sustainability/documents/infosys-esg-report-2020-21.pdf
Intuit,https://www.intuit.com/oidam/intuit/ic/en_us/content/intuit-climate-positive-commitment-Infographic-2021.pdf
PVH,https://www.pvh.com/-/media/Files/pvh/responsibility/PVH-CR-Report-2020.pdf
Coca-Cola European Partners,https://www.cocacolaep.com/assets/Sustainability/AOC-Update/Plan-on-a-page.pdf
JP Morgan Chase,https://www.jpmorganchase.com/content/dam/jpmc/jpmorgan-chase-and-co/documents/jpmc-esg-report-2020.pdf
Toyota Motor,https://global.toyota/pages/global_toyota/sustainability/report/sdb/sdb23_en.pdf
Alphabet,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf
Royal Bank of Canada,http://www.rbc.com/community-sustainability/_assets-custom/pdf/RBC-Climate-Blueprint.pdf
CVS Health,https://www.cvshealth.com/content/dam/enterprise/cvs-enterprise/pdfs/2021/cvs-health-esg-report-2021.pdf
Toronto-Dominion Bank,https://www.td.com/document/PDF/ESG/2021-Climate-Action-Report.pdf
Morgan Stanley,https://www.morganstanley.com/content/dam/msdotcom/en/assets/pdfs/Morgan_Stanley_2022_ESG_Report.pdf
General Electric Company,https://www.ge.com/sites/default/files/ge2021_sustainability_report.pdf
Banco Santander,https://www.santander.com/content/dam/santander-com/en/documentos/informe-anual-de-sostenibilidad/2020/ias-2020-climate-finance-2020-21-en.pdf
Home Depot,https://corporate.homedepot.com/sites/default/files/THD_2021ESGReport_singlepages_1.pdf
Rio Tinto,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/climate-change-reports/rt-climate-report_2022.pdf?rev=a302160cf2414c7dacbc1ba47b21a942
Enbridge,https://www.enbridge.com/~/media/Enb/Documents/About%20Us/Net_Zero_by_2050.pdf?la=en
Manulife Financial,https://www.manulife.com/content/dam/corporate/global/en/documents/pas/climate-approach-en-2020.pdf
Medtronic,https://www.medtronic.com/content/dam/medtronic-wide/public/brand-corporate-assets/resources/decarbonization-roadmap.pdf
Vinci,https://www.vinci.com/publi/vinci/extract/2021_annual_report_extract-sustainability.pdf
Tokio Marine Holdings,https://www.tokiomarinehd.com/en/release_topics/release/k82ffv000000b55w-att/210826_E.pdf
Bank of New York Mellon,https://www.bnymellon.com/content/dam/bnymellon/documents/pdf/2020-enterprise-esg-report.pdf.coredownload.pdf
ANZ,https://www.anz.com/content/dam/anzcom/shareholder/2022-anz-esg-supplement.pdf
Equinor,https://www.equinor.com/content/dam/statoil/documents/climate-and-sustainability/climate-ambition-overview-cmu2022-equinor.pdf
Mitsui & Co,https://www.mitsui.com/jp/en/sustainability/sustainabilityreport/2020/pdf/en_sustainability_2020-12.pdf
Union Pacific,https://www.up.com/cs/groups/public/@uprr/@corprel/documents/up_pdf_nativedocs/pdf_up_2021_bar.pdf
Deutsche Post DHL,https://newclimate.org/wp-content/uploads/2022/02/CorporateClimateResponsibilityMonitor2022.pdf
Aviva,https://static.aviva.io/content/dam/aviva-corporate/documents/socialpurpose/pdfs/2021-climate-transition-plan.pdf
PayPal Holdings,https://s202.q4cdn.com/805890769/files/doc_downloads/global-impact/PayPal-2021-Global-Impact-Report.pdf
Panasonic,https://holdings.panasonic/global/corporate/sustainability/pdf/sdb2021e.pdf
Safran,https://ungc-production.s3.us-west-2.amazonaws.com/attachments/cop_2020/487926/original/2019_SAFRAN__Integrated_Report.pdf?1596528297
American Electric Power Company,https://www.aepsustainability.com/performance/report/docs/2022_AEP-Sustainability-Report.pdf
Swiss RE,https://www.swissre.com/dam/jcr:5863fbc4-b708-4e61-acc7-6ef685461abb/swissre-sustainable-business-risk-framework.pdf
Bridgestone,https://www.bridgestone.com/responsibilities/library/pdf/sr2020.pdf
BP,https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/sustainability/group-reports/bp-net-zero-aims-at-a-glance.pdf
Canon,https://global.canon/en/sustainability/report/pdf/canon-sus-2023-e.pdf
Boston Scientific,https://www.bostonscientific.com/content/dam/bostonscientific/corporate/corporate-responsibility/performance-report/2022-boston-scientific-performance-report.pdf
CNP Assurances,https://www.cnp.fr/en/cnp/content/download/10521/file/CNP-Assurances-RIR-2021-UK-accessible-V2.pdf
Danske Bank,https://danskebank.com/-/media/danske-bank-com/file-cloud/2022/2/sustainability-report-2021.pdf?
Xcel Energy,https://www.xcelenergy.com/staticfiles/xe-responsive/Company/Sustainability%20Report/2022%20SR/Sustainability_Report_Full.pdf
DuPont,https://www.dupont.com/content/dam/dupont/amer/us/en/corporate/about-us/Sustainability/2022Sustainability/DuPont_2022SustainabilityReport.pdf
Fujitsu,https://www.fujitsu.com/global/documents/about/resources/reports/sustainabilityreport/2018-report/fujitsureport201801-e.pdf
Fujifilm Holdings,https://www.fujifilm.com/files-holdings/en/sustainability/report/2021/sustainabilityreport2021_svpstories_en.pdf
CaixaBank,https://www.caixabank.com/deployedfiles/caixabank_com/Estaticos/PDFs/Accionistasinversores/Informacion_economico_financiera/IGC_30062022_ING.pdf
Fortescue Metals,https://fortescue.com/docs/default-source/sustainability-publications/fy23-climate-change-report.pdf?sfvrsn=172032d1_2
Takeda Pharmaceutical Co,https://www.takeda.com/49f45f/siteassets/system/corporate-responsibility/reporting-on-sustainability/tcfd.pdf
SingTel,https://www.singtel.com/content/dam/singtel/investorRelations/stockExchange/2021/2021%20Sustainability%20Report.pdf
Wesfarmers,https://2020sustainability.wesfarmers.com.au/docs/default-source/sustainability-documents/wesfarmers_2020_climate-related_disclosure.pdf?sfvrsn=3ccd0bbb_10
Deutsche Bank,https://investor-relations.db.com/files/documents/annual-reports/2022/Non-Financial_Report_2021.pdf?language_id=1
Dow,https://corporate.dow.com/documents/about/066-00338-01-2020-esg-report.pdf
salesforce.com,https://s23.q4cdn.com/574569502/files/doc_governance/2022/Salesforce-ES-Schedules-FY22-EYReport.pdf
Eversource Energy,https://www.eversource.com/content/docs/default-source/community/2020-sustainability-report.pdf
Swire Pacific,https://www.swirepacific.com/en/sd/sd/sd_report2020.pdf
New World Development Co,https://sustainability.nwd.com.hk/wp-content/uploads/2022/10/NWD-AR22-ESG_EN.pdf
ArcelorMittal,https://corporate.arcelormittal.com/media/bg1n545s/arcelor-mittal-integrated-annual-review-2021.pdf
Bancolombia,https://www.banktrack.org/download/climate_change_policy_3/climatechangepolicymay2020.pdf
Shiseido Co,https://corp.shiseido.com/en/sustainability/pdf/2020.pdf
Sanlam,https://www.sanlam.com/downloads/reporting-suite/2021/Climate-Change-Resilience-Report-2021.pdf
Aisin Seiki Co,https://www.aisin.com/en/sustainability/report/pdf/aisin_ar2021_en_a4.pdf
Nedbank,https://www.nedbank.co.za/content/dam/nedbank/site-assets/AboutUs/Information%20Hub/Integrated%20Report/2021/2020%20Nedbank%20Group%20TCFD%20Report%20(single%20page).pdf
SCOR,https://www.scor.com/sites/default/files/2021-04/SCOR_Climat_internet-2020.pdf?utm_source=site_internet&utm_medium=pdf&utm_campaign=2020-Climate_Report
Hindalco Industries,http://www.hindalco.com/upload/pdf/novelis-announces-new-sustainability-targets-commits-net-zero-carbon-emissions-2050.pdf
Yara International ASA,https://www.yara.com/siteassets/investors/057-reports-and-presentations/annual-reports/2020/yara-sustainability-report-2020-web.pdf/
Adecco,https://www.annualreports.com/HostedData/AnnualReportArchive/a/adecco-group_2019.pdf
PG&E,https://www.pge.com/pge_global/common/pdfs/about-pge/environment/what-we-are-doing/pge-climate-goals/PGE-Climate-Strategy-Report.pdf
EN+ Group International,https://enplusgroup.com/upload/iblock/c20/EN_-Pathway-to-net-zero.pdf
Gecina,https://www.gecina.fr/sites/default/files/2019-04/rapportclimat_gb_240716_1225.pdf
AMP,https://corporate.amp.com.au/content/dam/corporate/shareholdercentre/files/reports/2021/MARCH/210310_AMP_Sustainability_Report.pdf
Kerry,https://www.kerrygroup.com/investors/events/Virtual-Capital-Markets-Day-2020-Performance-and-Targets.pdf
TUI,https://www.tuigroup.com/damfiles/default/tuigroup-15/de/nachhaltigkeit/berichterstattung-downloads/2020/tui-group-cdp-climate-change.pdf-795587ff97e6611e27f1c170f5cb0d48.pdf
Investec,https://www.investec.com/content/dam/international/corporate-responsibility/corporate-sustainability-report/Investec-2020-Climate-Related-Financial-Disclosures-final.pdf
Molson Coors Brewing Company,https://www.molsoncoors.com/sites/molsonco/files/ESG-Report_2020_EN_1.pdf
Centrica,https://www.centrica.com/media/6244/people-planet-plan-update-2022.pdf
Daito Trust Construction,https://www.kentaku.co.jp/corporate/en/ir/kessan/aqehc4000000p4x4-att/DK_env2020.pdf
Jones Lang LaSalle,https://www.jll.co.uk/content/dam/jll-com/documents/pdf/other/jll-global-sustainability-full-report-2020.pdf
